SHEET: Utang Business
Shape: 1000 rows x 12 columns

                               0                    1               2              3                 4                        5                        6           7                    8                    9                           10                                11
791                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
792                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
793                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
794                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
795                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
796                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
797                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
798                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
799                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
800                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
801                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
802                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
803                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
804                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
805                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
806                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
807                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
808                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
809                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
810                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
811                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
812                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
813                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
814                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
815                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
816                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
817                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
818                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
819                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
820                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
821                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
822                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
823                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
824                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
825                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
826                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
827                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
828                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
829                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
830                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
831                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
832                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
833                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
834                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
835                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
836                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
837                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
838                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
839                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
840                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
841                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
842                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
843                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
844                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
845                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
846                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
847                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
848                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
849                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
850                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
851                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
852                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
853                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
854                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
855                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
856                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
857                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
858                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
859                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
860                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
861                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
862                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
863                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
864                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
865                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
866                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
867                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
868                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
869                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
870                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
871                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
872                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
873                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
874                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
875                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
876                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
877                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
878                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
879                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
880                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
881                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
882                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
883                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
884                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
885                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
886                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
887                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
888                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
889                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
890                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
891                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
892                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
893                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
894                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
895                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
896                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
897                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
898                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
899                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
900                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
901                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
902                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
903                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
904                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
905                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
906                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
907                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
908                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
909                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
910                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
911                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
912                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
913                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
914                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
915                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
916                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
917                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
918                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
919                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
920                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
921                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
922                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
923                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
924                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
925                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
926                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
927                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
928                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
929                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
930                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
931                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
932                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
933                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
934                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
935                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
936                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
937                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
938                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
939                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
940                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
941                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
942                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
943                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
944                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
945                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
946                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
947                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
948                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
949                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
950                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
951                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
952                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
953                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
954                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
955                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
956                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
957                           NaN                  NaN             NaN            NaN                 -                        -                        -           -                    -                    -                           -                                 -
